         17004346 function calls (16945508 primitive calls) in 13.105 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       58    0.000    0.000    0.000    0.000 __init__.py:20(__new__)
       12    0.000    0.000    0.000    0.000 _make.py:553(<dictcomp>)
       27    0.000    0.000    0.000    0.000 locale.py:651(getpreferredencoding)
        1    0.000    0.000    0.016    0.016 patches.py:1(<module>)
       18    0.000    0.000    0.000    0.000 cycler.py:225(__iter__)
       37    0.000    0.000    0.000    0.000 __init__.py:1614(isEnabledFor)
        1    0.000    0.000    0.081    0.081 generic.py:7(<module>)
       17    0.000    0.000    0.001    0.000 deprecation.py:56(warn_deprecated)
       32    0.000    0.000    0.000    0.000 warnings.py:493(__exit__)
        1    0.000    0.000    0.001    0.001 scale.py:8(<module>)
        1    0.000    0.000    0.058    0.058 text.py:3(<module>)
        1    0.000    0.000    0.002    0.002 parsers.py:3(<module>)
        1    0.000    0.000    0.001    0.001 merge.py:3(<module>)
        8    0.000    0.000    0.000    0.000 twodim_base.py:216(diag)
       39    0.000    0.000    0.000    0.000 _make.py:356(<genexpr>)
       84    0.000    0.000    0.000    0.000 overrides.py:94(set_module)
        1    0.000    0.000    0.000    0.000 {method 'read' of '_io.TextIOWrapper' objects}
        2    0.000    0.000    0.001    0.001 period.py:1(<module>)
        1    0.000    0.000    0.000    0.000 colors.py:96(<dictcomp>)
        1    0.000    0.000    0.000    0.000 pytables.py:2464(Fixed)
        1    0.000    0.000    0.004    0.004 __init__.py:31(<module>)
        1    0.000    0.000    0.009    0.009 _backend_tk.py:1(<module>)
       22    0.000    0.000    0.001    0.000 __init__.py:559(_flex_method_SERIES)
        1    0.000    0.000    0.000    0.000 traceback.py:437(TracebackException)
       85    0.000    0.000    0.000    0.000 _compat_pickle.py:167(<genexpr>)
       10    0.000    0.000    0.000    0.000 deprecation.py:343(<listcomp>)
      122    0.000    0.000    0.000    0.000 ssl.py:149(<lambda>)
        1    0.000    0.000    0.002    0.002 impl.py:12(<module>)
       22    0.000    0.000    0.000    0.000 pathlib.py:1019(__new__)
       17    0.000    0.000    0.000    0.000 array.py:1374(_create_arithmetic_method)
       81    0.000    0.000    0.000    0.000 inspect.py:2226(<lambda>)
        1    0.000    0.000    0.001    0.001 opcode.py:5(<module>)
       54    0.000    0.000    0.001    0.000 config.py:730(inner)
        2    0.000    0.000    0.000    0.000 lazy.py:84(__new__)
        1    0.000    0.000    0.005    0.005 __init__.py:41(<module>)
       15    0.000    0.000    0.000    0.000 arrayprint.py:477(wrapper)
      122    0.000    0.000    0.000    0.000 ssl.py:139(<lambda>)
        3    0.000    0.000    0.000    0.000 pincam.py:436(project3d)
      107    0.000    0.000    0.000    0.000 abc.py:7(abstractmethod)
       12    0.000    0.000    0.001    0.000 _pylab_helpers.py:65(destroy_all)
     32/9    0.000    0.000    0.005    0.001 pyparsing.py:4466(leaveWhitespace)
       97    0.000    0.000    0.000    0.000 pyparsing.py:5705(<genexpr>)
        1    0.000    0.000    0.001    0.001 geos.py:183(_geos_version)
       44    0.000    0.000    0.001    0.000 core.py:145(get_object_signature)
       30    0.000    0.000    0.000    0.000 fromnumeric.py:2236(any)
       24    0.000    0.000    0.000    0.000 functools.py:492(decorating_function)
       43    0.000    0.000    0.000    0.000 os.py:752(encode)
       17    0.000    0.000    0.000    0.000 {built-in method _warnings.warn}
        1    0.000    0.000    0.000    0.000 polar.py:780(PolarAxes)
        1    0.000    0.000    0.001    0.001 _base.py:367(_AxesBase)
        2    0.000    0.000    0.018    0.009 _base.py:1(<module>)
       91    0.000    0.000    0.000    0.000 docstring.py:101(do_copy)
        1    0.000    0.000    0.000    0.000 base.py:117(deserialize_wkb)
        6    0.000    0.000    0.000    0.000 base.py:1114(_add_comparison_ops)
       91    0.000    0.000    0.000    0.000 inspect.py:80(ismethod)
        1    0.000    0.000    0.003    0.003 tz.py:9(<module>)
        1    0.000    0.000    0.001    0.001 _ufunc_config.py:5(<module>)
        1    0.000    0.000    0.000    0.000 _make.py:1894(<listcomp>)
       38    0.000    0.000    0.000    0.000 pathlib.py:714(__fspath__)
        1    0.000    0.000    0.005    0.005 groupby.py:8(<module>)
        1    0.000    0.000    0.001    0.001 rolling.py:1804(Rolling)
        1    0.000    0.000    0.001    0.001 categorical.py:209(Categorical)
       96    0.000    0.000    0.000    0.000 traceback.py:289(walk_stack)
       25    0.000    0.000    0.000    0.000 sre_compile.py:432(_generate_overlap_table)
        1    0.000    0.000    0.067    0.067 _axes.py:1(<module>)
        1    0.000    0.000    0.049    0.049 collections.py:10(<module>)
        2    0.000    0.000    0.004    0.002 categorical.py:1(<module>)
        3    0.000    0.000    0.002    0.001 __init__.py:9(<module>)
       13    0.000    0.000    0.000    0.000 _make.py:705(add_order)
        1    0.000    0.000    0.015    0.015 lines.py:4(<module>)
    34/26    0.000    0.000    0.000    0.000 pyparsing.py:4086(__str__)
       57    0.000    0.000    0.000    0.000 __init__.py:221(_releaseLock)
        2    0.000    0.000    0.001    0.000 timedeltas.py:1(<module>)
        2    0.000    0.000    0.001    0.001 generic.py:10105(_add_numeric_operations)
        5    0.000    0.000    0.000    0.000 base.py:5049(_add_numeric_methods_disabled)
        1    0.000    0.000    0.001    0.001 offsets.py:1(<module>)
        1    0.000    0.000    0.000    0.000 function.py:19(<module>)
        1    0.000    0.000    0.000    0.000 opcode.py:37(<listcomp>)
       38    0.000    0.000    0.000    0.000 config.py:699(config_prefix)
       26    0.000    0.000    0.001    0.000 core.py:6665(getdoc)
        1    0.000    0.000    0.000    0.000 parsers.py:785(TextFileReader)
       73    0.000    0.000    0.000    0.000 _asarray.py:88(asanyarray)
       20    0.000    0.000    0.001    0.000 deprecation.py:258(_rename_parameter)
       10    0.000    0.000    0.000    0.000 __init__.py:253(_logged_cached)
        1    0.000    0.000    0.001    0.001 parse.py:28(<module>)
       37    0.000    0.000    0.000    0.000 enum.py:335(__getattr__)
        1    0.000    0.000    0.000    0.000 colors.py:80(__init__)
        1    0.000    0.000    0.001    0.001 expanding.py:10(Expanding)
        1    0.000    0.000    0.000    0.000 offsets.py:2546(Tick)
        4    0.000    0.000    0.000    0.000 methods.py:221(<dictcomp>)
        1    0.000    0.000    0.000    0.000 base.py:1133(ExtensionScalarOpsMixin)
        1    0.000    0.000    0.001    0.001 twodim_base.py:3(<module>)
       42    0.000    0.000    0.000    0.000 pyparsing.py:1313(wrapper)
       21    0.000    0.000    0.000    0.000 pyparsing.py:3225(__str__)
        1    0.000    0.000    0.000    0.000 polygon.py:97(LinearRingAdapter)
       23    0.000    0.000    0.002    0.000 overrides.py:206(decorator)
       35    0.000    0.000    0.000    0.000 pathlib.py:677(_from_parsed_parts)
       26    0.000    0.000    0.000    0.000 pathlib.py:825(stem)
       19    0.000    0.000    0.000    0.000 colors.py:916(reversed)
       37    0.000    0.000    0.000    0.000 __init__.py:1356(debug)
       10    0.000    0.000    0.000    0.000 extension.py:105(wrapper)
        5    0.000    0.000    0.000    0.000 impl.py:152(impl_items)
        1    0.000    0.000    0.004    0.004 pickle.py:24(<module>)
        4    0.000    0.000    0.001    0.000 pincam.py:201(extrinsic_matrix)
       38    0.000    0.000    0.000    0.000 posixpath.py:52(normcase)
    63/27    0.000    0.000    0.000    0.000 abc.py:141(__subclasscheck__)
       88    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
        1    0.000    0.000    0.000    0.000 path.py:21(Path)
        1    0.000    0.000    0.002    0.002 colors.py:66(<module>)
        1    0.000    0.000    0.002    0.002 pyparsing.py:5806(_makeTags)
        1    0.000    0.000    0.002    0.002 blocks.py:1(<module>)
       42    0.000    0.000    0.000    0.000 base.py:132(_make_arithmetic_op)
        1    0.000    0.000    0.005    0.005 threading.py:1(<module>)
        1    0.000    0.000    0.000    0.000 token.py:78(<dictcomp>)
        1    0.000    0.000    0.068    0.068 collection.py:4(<module>)
       59    0.000    0.000    0.000    0.000 _inspect.py:146(<lambda>)
      186    0.000    0.000    0.000    0.000 {method 'ljust' of 'str' objects}
        1    0.000    0.000    0.000    0.000 proj3d.py:3(<module>)
      130    0.000    0.000    0.000    0.000 cycler.py:212(<genexpr>)
        4    0.000    0.000    0.000    0.000 util.py:310(_findLib_prefix)
        1    0.000    0.000    0.015    0.015 geos.py:33(load_dll)
        1    0.000    0.000    0.000    0.000 indexing.py:569(_NDFrameIndexer)
       20    0.000    0.000    0.000    0.000 methods.py:89(_wrap_inplace_method)
        7    0.000    0.000    0.000    0.000 _parser.py:315(_convert)
      134    0.000    0.000    0.000    0.000 six.py:88(__init__)
       29    0.000    0.000    0.000    0.000 codecs.py:309(__init__)
      112    0.000    0.000    0.000    0.000 {built-in method _struct.unpack}
       16    0.000    0.000    0.000    0.000 cycler.py:112(__init__)
       45    0.000    0.000    0.000    0.000 docstring.py:43(update)
       14    0.000    0.000    0.001    0.000 expr.py:166(_filter_nodes)
        1    0.000    0.000    0.001    0.001 format.py:527(DataFrameFormatter)
      148    0.000    0.000    0.000    0.000 typing.py:176(<listcomp>)
        1    0.000    0.000    0.007    0.007 npyio.py:1(<module>)
        1    0.000    0.000    0.000    0.000 getlimits.py:3(<module>)
       98    0.000    0.000    0.000    0.000 pyparsing.py:2551(streamline)
       30    0.000    0.000    0.008    0.000 __init__.py:781(__init__)
        1    0.000    0.000    0.000    0.000 quoprimime.py:55(<listcomp>)
        1    0.000    0.000    0.000    0.000 _make.py:429(_ClassBuilder)
        1    0.000    0.000    0.001    0.001 array.py:1(<module>)
       84    0.000    0.000    0.000    0.000 overrides.py:105(decorator)
        2    0.000    0.000    0.002    0.001 polyline.py:2(<module>)
        1    0.000    0.000    0.011    0.011 mathtext.py:2237(Parser)
       18    0.000    0.000    0.001    0.000 pyparsing.py:4779(parseImpl)
       12    0.000    0.000    0.000    0.000 generic.py:11188(_make_stat_function)
        1    0.000    0.000    0.000    0.000 offsets.py:1019(CustomBusinessDay)
        1    0.000    0.000    0.000    0.000 datetimes.py:113(DatetimeArray)
       98    0.000    0.000    0.000    0.000 common.py:11(unpack_zerodim_and_defer)
       74    0.000    0.000    0.000    0.000 signal.py:17(<lambda>)
        1    0.000    0.000    0.003    0.003 signal.py:1(<module>)
       14    0.000    0.000    0.000    0.000 __init__.py:139(_check_size)
        1    0.000    0.000    0.026    0.026 _internal.py:6(<module>)
        1    0.000    0.000    0.004    0.004 validators.py:3(<module>)
       34    0.000    0.000    0.000    0.000 {method 'reshape' of 'numpy.ndarray' objects}
       22    0.000    0.000    0.000    0.000 pathlib.py:664(_from_parts)
        1    0.000    0.000    0.005    0.005 pathlib.py:1(<module>)
       18    0.000    0.000    0.000    0.000 {method 'update' of 'set' objects}
        1    0.000    0.000    0.000    0.000 axes3d.py:42(Axes3D)
        6    0.000    0.000    0.000    0.000 backend_bases.py:3390(export)
        1    0.000    0.000    0.001    0.001 interval.py:120(IntervalArray)
      108    0.000    0.000    0.000    0.000 invalid.py:38(make_invalid_op)
       40    0.000    0.000    0.000    0.000 __init__.py:221(_get_frame_op_default_axis)
        1    0.000    0.000    0.000    0.000 _common.py:6(weekday)
        3    0.000    0.000    0.000    0.000 six.py:866(wrapper)
       30    0.000    0.000    0.001    0.000 <__array_function__ internals>:2(any)
       16    0.000    0.000    0.000    0.000 _type_aliases.py:66(_bits_of)
       30    0.000    0.000    0.000    0.000 _type_aliases.py:238(_add_array_type)
        4    0.000    0.000    0.000    0.000 {built-in method _ssl.txt2obj}
       13    0.000    0.000    0.001    0.000 _make.py:695(add_eq)
        5    0.000    0.000    0.000    0.000 impl.py:153(<listcomp>)
        1    0.000    0.000    0.000    0.000 backend_tools.py:39(ToolBase)
        1    0.000    0.000    0.002    0.002 category.py:1(<module>)
        1    0.000    0.000    0.003    0.003 inspect.py:27(<module>)
       11    0.000    0.000    0.000    0.000 typing.py:844(__init_subclass__)
        1    0.000    0.000    0.000    0.000 pointvector.py:312(Point2D)
       36    0.000    0.000    0.000    0.000 _string_helpers.py:16(english_lower)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1351(ParserElement)
       13    0.000    0.000    0.000    0.000 impl.py:31(delegated)
    17/15    0.000    0.000    0.051    0.003 __init__.py:109(import_module)
       28    0.000    0.000    0.000    0.000 _bootlocale.py:33(getpreferredencoding)
        3    0.000    0.000    0.000    0.000 {built-in method posix.mkdir}
        1    0.000    0.000    0.000    0.000 dviread.py:172(Dvi)
        1    0.000    0.000    0.004    0.004 datetimelike.py:1(<module>)
       20    0.000    0.000    0.000    0.000 dtypes.py:867(construct_from_string)
       84    0.000    0.000    0.000    0.000 lazy.py:149(lazy)
       49    0.000    0.000    0.000    0.000 pyparsing.py:593(__getitem__)
       45    0.000    0.000    0.000    0.000 pyparsing.py:1452(setName)
       47    0.000    0.000    0.000    0.000 pyparsing.py:2896(parseImpl)
        1    0.000    0.000    0.100    0.100 file.py:1(<module>)
       27    0.000    0.000    0.001    0.000 pathlib.py:1110(glob)
        1    0.000    0.000    0.001    0.001 art3d.py:8(<module>)
        1    0.000    0.000    0.132    0.132 colorbar.py:20(<module>)
       48    0.000    0.000    0.000    0.000 __init__.py:187(_checkLevel)
        2    0.000    0.000    0.001    0.000 generic.py:133(pinner)
       30    0.000    0.000    0.002    0.000 <__array_function__ internals>:2(linspace)
       30    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(result_type)
       11    0.000    0.000    0.004    0.000 pyparsing.py:1901(parseString)
        1    0.000    0.000    0.002    0.002 fontconfig_pattern.py:65(__init__)
       90    0.000    0.000    0.000    0.000 _inspect.py:133(strseq)
        4    0.000    0.000    0.001    0.000 pincam.py:328(projection_matrix)
       74    0.000    0.000    0.000    0.000 enum.py:198(<genexpr>)
       59    0.000    0.000    0.000    0.000 enum.py:610(__hash__)
        1    0.000    0.000    0.004    0.004 backend_bases.py:33(<module>)
        1    0.000    0.000    0.002    0.002 dviread.py:18(<module>)
        1    0.000    0.000    0.000    0.000 pyplot.py:1988(<listcomp>)
       48    0.000    0.000    0.000    0.000 __init__.py:716(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:2320(Toplevel)
        1    0.000    0.000    0.002    0.002 array.py:3(<module>)
        1    0.000    0.000    0.001    0.001 encoder.py:2(<module>)
        1    0.000    0.000    0.001    0.001 utils.py:1(<module>)
      106    0.000    0.000    0.001    0.000 __init__.py:272(wrapper)
       14    0.000    0.000    0.000    0.000 copyreg.py:96(_slotnames)
       28    0.000    0.000    0.000    0.000 {built-in method _locale.nl_langinfo}
        1    0.000    0.000    0.000    0.000 _layoutbox.py:16(<module>)
        1    0.000    0.000    0.002    0.002 patches.py:3088(ArrowStyle)
       56    0.000    0.000    0.000    0.000 patches.py:1866(_register_style)
        1    0.000    0.000    0.000    0.000 markers.py:147(MarkerStyle)
       20    0.000    0.000    0.001    0.000 pyparsing.py:4847(parseImpl)
        1    0.000    0.000    0.001    0.001 indexing.py:1(<module>)
        1    0.000    0.000    0.002    0.002 frequencies.py:1(<module>)
        1    0.000    0.000    0.001    0.001 base.py:3(<module>)
       58    0.000    0.000    0.000    0.000 methods.py:218(<lambda>)
        1    0.000    0.000    0.001    0.001 cast.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
        1    0.000    0.000    0.000    0.000 ufunclike.py:5(<module>)
       78    0.000    0.000    0.000    0.000 _internal.py:795(<genexpr>)
       30    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(ndim)
        1    0.000    0.000    0.000    0.000 numerictypes.py:445(_construct_lookups)
      138    0.000    0.000    0.000    0.000 pyparsing.py:1643(postParse)
       10    0.000    0.000    0.000    0.000 deprecation.py:405(_suppress_matplotlib_deprecation_warning)
       26    0.000    0.000    0.000    0.000 rcsetup.py:50(__init__)
       14    0.000    0.000    0.000    0.000 _make.py:364(<listcomp>)
       11    0.000    0.000    0.000    0.000 _make.py:1100(append_hash_computation_lines)
       35    0.000    0.000    0.000    0.000 datetime.py:379(_check_int_field)
       32    0.000    0.000    0.000    0.000 pathlib.py:294(splitroot)
       27    0.000    0.000    0.000    0.000 pathlib.py:790(name)
        1    0.000    0.000    0.000    0.000 pincam.py:107(Pincam)
       32    0.000    0.000    0.000    0.000 warnings.py:453(__init__)
      108    0.000    0.000    0.000    0.000 {built-in method _struct.pack}
        6    0.000    0.000    0.000    0.000 patches.py:1795(<listcomp>)
        1    0.000    0.000    0.001    0.001 multi.py:1(<module>)
       38    0.000    0.000    0.001    0.000 typing.py:1197(_alias)
       46    0.000    0.000    0.000    0.000 six.py:105(__init__)
        2    0.000    0.000    0.000    0.000 polygon.py:2(<module>)
        1    0.000    0.000    0.002    0.002 _pocketfft.py:29(<module>)
        1    0.000    0.000    0.004    0.004 shutil.py:5(<module>)
       24    0.000    0.000    0.000    0.000 tokenize.py:143(<listcomp>)
        1    0.000    0.000    0.000    0.000 tokenize.py:443(open)
       75    0.000    0.000    0.000    0.000 signal.py:22(<lambda>)
       13    0.000    0.000    0.000    0.000 _dtype_ctypes.py:97(dtype_from_ctypes_type)
       20    0.000    0.000    0.000    0.000 pyparsing.py:1860(resetCache)
       16    0.000    0.000    0.000    0.000 pyparsing.py:3197(parseImpl)
        1    0.000    0.000    0.000    0.000 __init__.py:991(<listcomp>)
       84    0.000    0.000    0.000    0.000 _make.py:740(_determine_eq_order)
        6    0.000    0.000    0.000    0.000 weakref.py:102(__init__)
       28    0.000    0.000    0.000    0.000 posixpath.py:232(expanduser)
       57    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
       26    0.000    0.000    0.000    0.000 {method 'fullmatch' of 're.Pattern' objects}
       60    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
        1    0.000    0.000    0.000    0.000 legend.py:283(Legend)
        1    0.000    0.000    0.116    0.116 figure.py:12(<module>)
        3    0.000    0.000    0.000    0.000 __init__.py:17(_get_running_interactive_framework)
       90    0.000    0.000    0.000    0.000 cycler.py:138(keys)
       16    0.000    0.000    0.000    0.000 pyparsing.py:4236(__init__)
       44    0.000    0.000    0.000    0.000 pyparsing.py:4283(<genexpr>)
        2    0.000    0.000    0.001    0.000 concat.py:3(<module>)
       16    0.000    0.000    0.000    0.000 integer.py:609(_create_arithmetic_method)
       13    0.000    0.000    0.001    0.000 nanops.py:51(__init__)
       16    0.000    0.000    0.000    0.000 __init__.py:487(_arith_method_SERIES)
       56    0.000    0.000    0.000    0.000 inspect.py:276(isbuiltin)
       26    0.000    0.000    0.000    0.000 core.py:927(__init__)
       36    0.000    0.000    0.000    0.000 _add_newdocs.py:6744(<genexpr>)
       65    0.000    0.000    0.000    0.000 _make.py:709(<genexpr>)
        1    0.000    0.000    0.000    0.000 compat.py:1(<module>)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:591(_ReducedHCT_Element)
        1    0.000    0.000    0.005    0.005 image.py:4(<module>)
       16    0.000    0.000    0.001    0.000 cycler.py:468(cycler)
       25    0.000    0.000    0.000    0.000 pyparsing.py:4841(__init__)
        1    0.000    0.000    0.002    0.002 _json.py:1(<module>)
      115    0.000    0.000    0.000    0.000 expr.py:172(<lambda>)
       16    0.000    0.000    0.000    0.000 offsets.py:93(apply_wraps)
       18    0.000    0.000    0.000    0.000 inspect.py:2533(replace)
        1    0.000    0.000    0.002    0.002 nanfunctions.py:22(<module>)
        1    0.000    0.000    0.001    0.001 polynomial.py:4(<module>)
       13    0.000    0.000    0.000    0.000 mixins.py:48(_numeric_methods)
       32    0.000    0.000    0.000    0.000 _type_aliases.py:68(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:776(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
        1    0.000    0.000    0.004    0.004 header.py:5(<module>)
        1    0.000    0.000    0.004    0.004 geo.py:3(<module>)
        7    0.000    0.000    0.000    0.000 pathlib.py:1078(home)
       12    0.000    0.000    0.000    0.000 textwrap.py:465(indent)
       25    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
      111    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
        1    0.000    0.000    0.001    0.001 patches.py:1874(BoxStyle)
       19    0.000    0.000    0.000    0.000 path.py:188(_update_values)
     23/7    0.000    0.000    0.001    0.000 pyparsing.py:4485(streamline)
        1    0.000    0.000    0.000    0.000 __init__.py:1754(Wm)
       13    0.000    0.000    0.000    0.000 nanops.py:58(__call__)
       56    0.000    0.000    0.000    0.000 inspect.py:90(ismethoddescriptor)
        1    0.000    0.000    0.000    0.000 _common.py:267(tzrangebase)
        2    0.000    0.000    0.000    0.000 stride_tricks.py:116(_broadcast_to)
        1    0.000    0.000    0.023    0.023 platform.py:10(<module>)
        1    0.000    0.000    0.000    0.000 axis.py:708(Axis)
        1    0.000    0.000    0.001    0.001 mlab.py:54(<module>)
        1    0.000    0.000    0.001    0.001 figure.py:245(Figure)
       91    0.000    0.000    0.000    0.000 docstring.py:99(copy)
       11    0.000    0.000    0.000    0.000 pyparsing.py:5454(_escapeRegexRangeChars)
        1    0.000    0.000    0.002    0.002 datetimelike.py:3(<module>)
        1    0.000    0.000    0.001    0.001 printing.py:3(<module>)
       20    0.000    0.000    0.000    0.000 dtypes.py:1072(construct_from_string)
        1    0.000    0.000    0.000    0.000 legendre.py:83(<module>)
        1    0.000    0.000    0.012    0.012 subprocess.py:42(<module>)
       30    0.000    0.000    0.000    0.000 getlimits.py:27(_fr1)
        1    0.000    0.000    0.000    0.000 umath.py:7(<module>)
       16    0.000    0.000    0.000    0.000 pyparsing.py:2292(__or__)
        4    0.000    0.000    0.000    0.000 enum.py:890(<listcomp>)
        9    0.000    0.000    0.000    0.000 posixpath.py:154(dirname)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2617(NavigationToolbar2)
        1    0.000    0.000    0.001    0.001 ticker.py:165(<module>)
        1    0.000    0.000    0.000    0.000 lines.py:200(Line2D)
        1    0.000    0.000    0.000    0.000 _cm.py:7(<module>)
        1    0.000    0.000    0.000    0.000 coordinate_system.py:4(<module>)
        1    0.000    0.000    0.002    0.002 strings.py:1(<module>)
        3    0.000    0.000    0.000    0.000 base.py:5069(_add_numeric_methods_binary)
        1    0.000    0.000    0.000    0.000 base.py:57(ExtensionArray)
        1    0.000    0.000    0.003    0.003 config.py:49(<module>)
       26    0.000    0.000    0.001    0.000 core.py:6660(__init__)
        1    0.000    0.000    0.003    0.003 financial.py:12(<module>)
        1    0.000    0.000    0.000    0.000 mixins.py:63(NDArrayOperatorsMixin)
       72    0.000    0.000    0.000    0.000 traceback.py:243(__init__)
       24    0.000    0.000    0.000    0.000 traceback.py:272(__getitem__)
        1    0.000    0.000    0.001    0.001 linecache.py:82(updatecache)
       38    0.000    0.000    0.000    0.000 {built-in method _ctypes.sizeof}
       95    0.000    0.000    0.000    0.000 pyparsing.py:285(<genexpr>)
        1    0.000    0.000    0.000    0.000 {pyproj._datadir.pyproj_global_context_initialize}
        1    0.000    0.000    0.006    0.006 utils.py:5(<module>)
       57    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        1    0.000    0.000    0.000    0.000 widgets.py:10(<module>)
       24    0.000    0.000    0.000    0.000 patches.py:1789(<genexpr>)
        1    0.000    0.000    0.067    0.067 contour.py:3(<module>)
       12    0.000    0.000    0.001    0.000 pyplot.py:658(close)
        2    0.000    0.000    0.018    0.009 util.py:319(find_library)
        1    0.000    0.000    0.002    0.002 ops.py:7(<module>)
        6    0.000    0.000    0.000    0.000 groupby.py:1342(groupby_function)
        1    0.000    0.000    0.000    0.000 range.py:36(RangeIndex)
        8    0.000    0.000    0.000    0.000 generic.py:11243(_make_cum_function)
        1    0.000    0.000    0.000    0.000 geoseries.py:45(GeoSeries)
        2    0.000    0.000    0.000    0.000 mesh.py:2(<module>)
        2    0.000    0.000    0.001    0.001 ray.py:2(<module>)
       36    0.000    0.000    0.002    0.000 shutil.py:1131(_access_check)
        1    0.000    0.000    0.000    0.000 histograms.py:3(<module>)
       30    0.000    0.000    0.000    0.000 _methods.py:44(_any)
        1    0.000    0.000    0.001    0.001 env.py:1(<module>)
       43    0.000    0.000    0.000    0.000 _compat_pickle.py:165(<genexpr>)
        1    0.000    0.000    0.001    0.001 backend_tools.py:12(<module>)
        1    0.000    0.000    0.001    0.001 stata.py:11(<module>)
        1    0.000    0.000    0.000    0.000 pytables.py:455(HDFStore)
        1    0.000    0.000    0.004    0.004 rolling.py:4(<module>)
       53    0.000    0.000    0.000    0.000 six.py:177(_add_module)
        1    0.000    0.000    0.013    0.013 __init__.py:124(<module>)
        1    0.000    0.000    0.000    0.000 reshape.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ast.py:26(<module>)
        1    0.000    0.000    0.010    0.010 subprocess.py:681(__init__)
       30    0.000    0.000    0.000    0.000 getlimits.py:42(<lambda>)
       18    0.000    0.000    0.000    0.000 _add_newdocs.py:6703(type_aliases_gen)
        1    0.000    0.000    0.000    0.000 records.py:35(<module>)
       13    0.000    0.000    0.000    0.000 numeric.py:2054(identity)
       19    0.000    0.000    0.000    0.000 __init__.py:1309(_to_unmasked_float_array)
        1    0.000    0.000    0.000    0.000 __init__.py:5(HTTPStatus)
        1    0.000    0.000    0.024    0.024 client.py:69(<module>)
       24    0.000    0.000    0.000    0.000 functools.py:458(lru_cache)
        9    0.000    0.000    0.000    0.000 warnings.py:181(_add_filter)
        1    0.000    0.000    0.022    0.022 core.py:12(<module>)
        1    0.000    0.000    0.012    0.012 cm.py:16(<module>)
        1    0.000    0.000    0.001    0.001 pyplot.py:1689(get_plot_commands)
       14    0.000    0.000    0.000    0.000 pyparsing.py:4506(__str__)
       27    0.000    0.000    0.000    0.000 pyparsing.py:5098(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:574(Misc)
        1    0.000    0.000    0.001    0.001 generic.py:148(SeriesGroupBy)
      119    0.000    0.000    0.000    0.000 opcode.py:39(def_op)
        2    0.000    0.000    0.000    0.000 shape_base.py:737(array_split)
        1    0.000    0.000    0.001    0.001 ntpath.py:6(<module>)
        1    0.000    0.000    0.000    0.000 axis.py:34(Tick)
       48    0.000    0.000    0.000    0.000 pyparsing.py:4034(<genexpr>)
       10    0.000    0.000    0.000    0.000 pyparsing.py:4672(__init__)
        1    0.000    0.000    0.000    0.000 pytables.py:3110(Table)
        1    0.000    0.000    0.000    0.000 ops.py:59(BaseGrouper)
        1    0.000    0.000    0.000    0.000 _core.py:1(<module>)
        1    0.000    0.000    0.000    0.000 period.py:82(PeriodIndex)
        1    0.000    0.000    0.014    0.014 api.py:1(<module>)
        6    0.000    0.000    0.000    0.000 base.py:5204(_make_logical_function)
        7    0.000    0.000    0.000    0.000 _decorators.py:172(_deprecate_kwarg)
       20    0.000    0.000    0.000    0.000 dtypes.py:715(construct_from_string)
        4    0.000    0.000    0.001    0.000 __init__.py:299(loads)
       10    0.000    0.000    0.000    0.000 extras.py:241(getdoc)
        1    0.000    0.000    0.001    0.001 polynomial.py:57(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:133(_get_indent)
       13    0.000    0.000    0.001    0.000 _make.py:679(add_init)
        8    0.000    0.000    0.000    0.000 enum.py:830(__or__)
        4    0.000    0.000    0.000    0.000 enum.py:872(_decompose)
       17    0.000    0.000    0.001    0.000 {built-in method _functools.reduce}
        1    0.000    0.000    0.000    0.000 crs.py:115(CRS)
        1    0.000    0.000    0.001    0.001 managers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 datetimelike.py:78(DatetimeIndexOpsMixin)
       16    0.000    0.000    0.000    0.000 boolean.py:741(_create_arithmetic_method)
        1    0.000    0.000    0.000    0.000 common.py:49(<setcomp>)
        2    0.000    0.000    0.003    0.001 arc.py:2(<module>)
       18    0.000    0.000    0.000    0.000 core.py:1003(__init__)
